Wifi Hotspot Name,Address,Suburb,Latitude,Longitude,Site
QLD_WYN281A,137 Wynnum Esplanade,WYNNUM,-27.441951,153.17637,WYN
QLD_WYN282A,89 Bay Terrace,WYNNUM,-27.443211,153.173084,WYN
QLD_07339618X2,66 FLORENCE ST,WYNNUM,-27.44396458,153.1733202,WYN
QLD_WYN283A,128 Bay Tce,WYNNUM,-27.44433871,153.1742945,WYN
QLD_WYN284A,92 Florence Street,WYNNUM,-27.44445624,153.1727148,WYN
QLD_WYN285A,70 Edith Street,WYNNUM,-27.44487611,153.1736891,WYN
QLD_07339634X2,145 Florence St,WYNNUM,-27.44501888,153.1719572,WYN
QLD_07389304X2,76 Edith St,WYNNUM,-27.44528827,153.1731544,WYN
QLD_WYN286A,149 Florence Street,WYNNUM,-27.44535057,153.1719503,WYN
QLD_07339632X2,125 Edith St,WYNNUM,-27.44571314,153.1722108,WYN
QLD_SLU287A,228-234 Hawken Drive,ST LUCIA,-27.502172,153.006037,SLU
QLD_07387012X2,225 Hawken Drive,ST LUCIA,-27.502179,153.006513,SLU
QLD_MKA288A,130 Beaudesert Rd,MOOROOKA,-27.531844,153.024199,MKA
QLD_MKA289A,Intersection of Beaudesert and Mayfield Rds,MOOROOKA,-27.53275,153.02489,MKA
QLD_07327200X1,344 Jackson Rd,SUNNYBANK HILLS,-27.596705,153.044791,SBH
QLD_WCC001A,105 Florence St,WYNNUM,-27.444289,153.17214,WYN
QLD_WCC002A,105 Florence St,WYNNUM,-27.444303,153.17214,WYN
QLD_WCC003A,105 Florence St,WYNNUM,-27.444321,153.17222,WYN
QLD_WCC004A,105 Florence St,WYNNUM,-27.444252,153.17232,WYN
QLD_WCC005A,105 Florence St,WYNNUM,-27.444157,153.17246,WYN
QLD_NDA290A,Corner of Station Street & Sandgate Road ,NUNDAH,-27.401952,153.0601,NUN
QLD_NDA291A,1229 Sandgate Road,NUNDAH,-27.402629,153.060417,NUN
QLD_NDA292A,Corner of Buckland Road & Sandgate Road ,NUNDAH,-27.403329,153.060525,NUN
QLD_07326619X2,34 Station St,NUNDAH,-27.401112,153.061297,NUN
QLD_BFT001A,11 Byron St,BULIMBA,-27.443453,153.063745,BFT
QLD_BFT002A,2 Oxford St,BULIMBA,-27.450343,153.052458,BFT
QLD_BFT003A,44 Ferry St,KANGAROO POINT,-27.472425,153.039041,BFT
QLD_BFT004A,45 Eagle St,BRISBANE CITY,-27.468784,153.030924,BFT
QLD_BFT005A,10 Gordon St,HAWTHORNE,-27.461178,153.053706,BFT
QLD_BFT006A,9 Annie St,KANGAROO POINT,-27.465814,153.03403,BFT
QLD_BFT007A,30 Dock St,SOUTH BRISBANE,-27.481987,153.028493,BFT
QLD_BFT008A,3/299 Coronation Dr,MILTON,-27.473792,153.005405,BFT
QLD_BFT009A,31A Park Ave,EAST BRISBANE,-27.477545,153.043163,BFT
QLD_BFT010A,1231A Brunswick St,NEW FARM,-27.471502,153.052376,BFT
QLD_BFT011A,68 Wynnum Rd,NORMAN PARK,-27.474564,153.053686,BFT
QLD_BFT012A,285 MacArthur Ave,HAMILTON,-27.445213,153.084004,BFT
QLD_BFT013A,15B Queens Wharf Rd,BRISBANE CITY,-27.472606,153.022718,BFT
QLD_BFT014A,2 George St,BRISBANE CITY,-27.478369,153.026147,BFT
QLD_BFT015A,555 Coronation Dr,TOOWONG,-27.483466,152.996808,BFT
QLD_BFT016A,7/145 Eagle St,BRISBANE CITY,-27.466821,153.0313,BFT
QLD_BFT017A,172 Oxlade Dr,NEW FARM,-27.474729,153.042168,BFT
QLD_BFT018A,53 Vernon Terrace,TENERIFFE,-27.451933,153.049229,BFT
QLD_BFT019A,11 Thornton St,KANGAROO POINT,-27.471235,153.034266,BFT
QLD_BFT020A,342 Carmody Rd,ST LUCIA,-27.496836,153.019643,BFT
